"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
6523,"00A","heliport","Total RF Heliport",40.070985,-74.933689,11,"NA","US","US-PA","Bensalem","no","K00A",,"00A","https://www.penndot.pa.gov/TravelInPA/airports-pa/Pages/Total-RF-Heliport.aspx",,
323361,"00AA","small_airport","Aero B Ranch Airport",38.704022,-101.473911,3435,"NA","US","US-KS","Leoti","no","00AA",,"00AA",,,
6524,"00AK","small_airport","Lowell Field",59.947733,-151.692524,450,"NA","US","US-AK","Anchor Point","no","00AK",,"00AK",,,
6525,"00AL","small_airport","Epps Airpark",34.86479949951172,-86.77030181884766,820,"NA","US","US-AL","Harvest","no","00AL",,"00AL",,,
506791,"00AN","small_airport","Katmai Lodge Airport",59.093287,-156.456699,80,"NA","US","US-AK","King Salmon","no","00AN",,"00AN",,,
6526,"00AR","closed","Newport Hospital & Clinic Heliport",35.6087,-91.254898,237,"NA","US","US-AR","Newport","no",,,,,,"00AR"
322127,"00AS","small_airport","Fulton Airport",34.9428028,-97.8180194,1100,"NA","US","US-OK","Alex","no","00AS",,"00AS",,,
6527,"00AZ","small_airport","Cordes Airport",34.305599212646484,-112.16500091552734,3810,"NA","US","US-AZ","Cordes","no","00AZ",,"00AZ",,,
6528,"00CA","small_airport","Goldstone (GTS) Airport",35.35474,-116.885329,3038,"NA","US","US-CA","Barstow","no","00CA",,"00CA",,"https://en.wikipedia.org/wiki/Goldstone_Gts_Airport",
324424,"00CL","small_airport","Williams Ag Airport",39.427188,-121.763427,87,"NA","US","US-CA","Biggs","no","00CL",,"00CL",,,
322658,"00CN","heliport","Kitchen Creek Helibase Heliport",32.7273736,-116.4597417,3350,"NA","US","US-CA","Pine Valley","no","00CN",,"00CN",,,
6529,"00CO","closed","Cass Field",40.622202,-104.344002,4830,"NA","US","US-CO","Briggsdale","no",,,,,,"00CO"
6531,"00FA","small_airport","Grass Patch Airport",28.64550018310547,-82.21900177001953,53,"NA","US","US-FL","Bushnell","no","00FA",,"00FA",,,
6532,"00FD","closed","Ringhaver Heliport",28.8466,-82.345398,25,"NA","US","US-FL","Riverview","no",,,,,,"00FD"
6533,"00FL","small_airport","River Oak Airport",27.230899810791016,-80.96920013427734,35,"NA","US","US-FL","Okeechobee","no","00FL",,"00FL",,,
6534,"00GA","small_airport","Lt World Airport",33.76750183105469,-84.06829833984375,700,"NA","US","US-GA","Lithonia","no","00GA",,"00GA",,,
6535,"00GE","heliport","Caffrey Heliport",33.887982,-84.736983,957,"NA","US","US-GA","Hiram","no","00GE",,"00GE",,,
6536,"00HI","heliport","Kaupulehu Heliport",19.832881,-155.978347,43,"OC","US","US-HI","Kailua-Kona","no","00HI",,"00HI",,,
6537,"00ID","small_airport","Delta Shores Airport",48.145301818847656,-116.21399688720703,2064,"NA","US","US-ID","Clark Fork","no","00ID",,"00ID",,,
322581,"00IG","small_airport","Goltl Airport",39.724028,-101.395994,3359,"NA","US","US-KS","McDonald","no","00IG",,"00IG",,,
6538,"00II","closed","Bailey Generation Station Heliport",41.644501,-87.122803,600,"NA","US","US-IN","Chesterton","no",,,,,,"00II"
6539,"00IL","small_airport","Hammer Airport",41.978401,-89.560402,840,"NA","US","US-IL","Polo","no","00IL",,"00IL",,,"Radio Ranch"
6540,"00IN","heliport","St Mary Medical Center Heliport",41.51139831542969,-87.2605972290039,634,"NA","US","US-IN","Hobart","no","00IN",,"00IN",,,
6541,"00IS","small_airport","Hayenga's Cant Find Farms Airport",40.02560043334961,-89.1229019165039,820,"NA","US","US-IL","Kings","no","00IS",,"00IS",,,
6542,"00KS","small_airport","Hayden Farm Airport",38.72779846191406,-94.93049621582031,1100,"NA","US","US-KS","Gardner","no","00KS",,"00KS",,,
6543,"00KY","small_airport","Robbins Roost Airport",37.409400939941406,-84.61969757080078,1265,"NA","US","US-KY","Stanford","no","00KY",,"00KY",,,
45437,"00LA","heliport","Shell Chemical East Site Heliport",30.191944,-90.980833,15,"NA","US","US-LA","Gonzales","no","00LA",,"00LA",,,
6544,"00LL","heliport","Ac & R Components Heliport",39.66529846191406,-89.70559692382812,600,"NA","US","US-IL","Chatham","no","00LL",,"00LL",,,
6545,"00LS","small_airport","Lejeune Airport",30.136299,-92.429398,12,"NA","US","US-LA","Crowley","no","00LS",,"00LS",,,
6546,"00MD","small_airport","Slater Field",38.75709915161133,-75.75379943847656,45,"NA","US","US-MD","Federalsburg","no","00MD",,"00MD",,,
6547,"00MI","heliport","Dow Chemical Heliport",43.94940185546875,-86.41670227050781,588,"NA","US","US-MI","Ludington","no","00MI",,"00MI",,,
6548,"00MN","small_airport","Battle Lake Municipal Airport",46.29999923706055,-95.70030212402344,1365,"NA","US","US-MN","Battle Lake","no","00MN",,"00MN",,,
6549,"00MO","small_airport","Cooper Flying Service Airport",37.202800750732,-94.412399291992,970,"NA","US","US-MO","Alba","no","00MO",,"00MO",,,"5K8"
324642,"00MT","heliport","Livingston Healthcare Heliport",45.675,-110.52515,4465,"NA","US","US-MT","Livingston","no","00MT",,"00MT",,,
6551,"00N","small_airport","Bucks Airport",39.472998,-75.184346,105,"NA","US","US-NJ","Bridgeton","no","K00N",,"00N",,"https://en.wikipedia.org/wiki/Bucks_Airport",
6552,"00NC","small_airport","North Raleigh Airport",36.085201263427734,-78.37139892578125,348,"NA","US","US-NC","Louisburg","no","00NC",,"00NC",,,
6553,"00NJ","heliport","Colgate-Piscataway Heliport",40.52090072631836,-74.47460174560547,78,"NA","US","US-NJ","New Brunswick","no","00NJ",,"00NJ",,,
321919,"00NK","seaplane_base","Cliche Cove Seaplane Base",44.8118612,-73.3698057,96,"NA","US","US-NY","Beekmantown","no","00NK",,"00NK",,,
506039,"00NR","heliport","Rodanthe Dare County Heliport",35.594729,-75.470002,8,"NA","US","US-NC","Rodanthe","no","00NR",,"00NR",,,
6554,"00NY","small_airport","Weiss Airfield",42.89576,-77.495263,1000,"NA","US","US-NY","West Bloomfield","no","00NY",,"00NY",,,
6555,"00OH","closed","Exit 3 Airport",41.590476,-84.141583,785,"NA","US","US-OH","Wauseon","no",,,,,,"64D, 00OH"
6556,"00OI","heliport","Miami Valley Hospital Heliport",39.745091,-84.187278,905,"NA","US","US-OH","Dayton","no","00OI",,"00OI",,,
328503,"00OK","small_airport","Gull Bay Landing Airport",36.198598,-96.217693,960,"NA","US","US-OK","Sandsprings","no","00OK",,"00OK",,,
6557,"00OR","heliport","Steel Systems Heliport",44.932899475097656,-123.12999725341797,195,"NA","US","US-OR","Salem","no","00OR",,"00OR",,,
6558,"00PA","heliport","R J D Heliport",39.94889831542969,-75.74690246582031,402,"NA","US","US-PA","Coatesville","no","00PA",,"00PA",,,
45773,"00PN","small_airport","Ferrell Field",41.2995,-80.211111,1301,"NA","US","US-PA","Mercer","no","00PN",,"00PN",,,
6559,"00PS","closed","Thomas Field",40.3778,-77.365303,815,"NA","US","US-PA","Loysville","no",,,,,,"00PS"
6560,"00S","small_airport","McKenzie Bridge State Airport",44.181466,-122.086,1620,"NA","US","US-OR","Blue River","no","K00S",,"00S",,"https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport",
6561,"00SC","small_airport","Flying O Airport",34.0093994140625,-80.26719665527344,150,"NA","US","US-SC","Sumter","no","00SC",,"00SC",,,
330391,"00SD","small_airport","Homan Field",44.809158,-96.498897,1590,"NA","US","US-SD","Gary","no","00SD",,"00SD",,,
6562,"00TA","closed","SW Region FAA Heliport",32.8269,-97.305801,598,"NA","US","US-TX","Fort Worth","no",,,,,,"00TA"
6563,"00TE","heliport","Tcjc-Northeast Campus Heliport",32.847599029541016,-97.18949890136719,600,"NA","US","US-TX","Fort Worth","no","00TE",,"00TE",,,
6564,"00TN","closed","Ragsdale Road Airport",35.515618,-85.954256,1100,"NA","US","US-TN","Manchester","no",,,,,,"00TN"
6565,"00TS","small_airport","Alpine Range Airport",32.607601165771484,-97.24199676513672,670,"NA","US","US-TX","Everman","no","00TS",,"00TS",,,
516563,"00TT","small_airport","Nowhere Airport",34.516606,-99.93694,1752,"NA","US","US-TX","Goodlett","no","00TT",,"00TT",,,
6566,"00TX","closed","San Jacinto Methodist Hospital Heliport",29.7377,-94.980201,19,"NA","US","US-TX","Baytown","no",,,,,,"00TX"
6567,"00UT","closed","Clear Creek Ranch Airport",37.24777,-112.822981,6138,"NA","US","US-UT","Kanab","no",,,,,,"00UT, U21"
6568,"00VA","small_airport","Vaughan Airport",36.574964,-78.998437,551,"NA","US","US-VA","Alton","no","00VA",,"00VA",,,
6569,"00VI","small_airport","Groundhog Mountain Airport",36.663299560546875,-80.49949645996094,2680,"NA","US","US-VA","Hillsville","no","00VI",,"00VI",,,
6570,"00W","small_airport","Lower Granite State Airport",46.672884,-117.441933,719,"NA","US","US-WA","Colfax","no","K00W",,"00W","http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm",,"0WA0"
6571,"00WA","small_airport","Howell Airport",47.17839813232422,-122.77200317382812,150,"NA","US","US-WA","Longbranch","no","00WA",,"00WA",,,
6572,"00WI","small_airport","Northern Lite Airport",44.304298400878906,-89.05010223388672,860,"NA","US","US-WI","Waupaca","no","00WI",,"00WI",,,
6573,"00WN","small_airport","Hawks Run Airport",46.25,-117.2490005493164,2900,"NA","US","US-WA","Asotin","no","00WN",,"00WN",,,
6574,"00WV","small_airport","Lazy J. Aerodrome",38.82889938354492,-79.86609649658203,2060,"NA","US","US-WV","Beverly","no","00WV",,"00WV",,,
322300,"00WY","heliport","Mountain View Regional Hospital Heliport",42.840361,-106.224443,5210,"NA","US","US-WY","Casper","no","00WY",,"00WY",,,
525140,"00XA","small_airport","Weeski Ranch Airport",30.224,-96.01417,271,"NA","US","US-TX",,"no","00XA",,"00XA",,,
6575,"00XS","closed","L P Askew Farms Airport",33.033401,-101.933998,3110,"NA","US","US-TX","O'Donnell","no",,,,,,"00XS"
6576,"01A","small_airport","Purkeypile Airport",62.940833,-152.269722,2041,"NA","US","US-AK","Purkeypile","no","K01A",,"01A",,,
6577,"01AK","heliport","Providence Seward Medical Center Heliport",60.105873975399994,-149.446249008,120,"NA","US","US-AK","Seward","no","01AK",,"01AK",,,
6578,"01AL","small_airport","Ware Island Airport",32.94599914550781,-86.51390075683594,344,"NA","US","US-AL","Clanton","no","01AL",,"01AL",,,
356168,"01AN","small_airport","McHone Heights Airport",61.649095,-149.339025,610,"NA","US","US-AK","Wasilla","no","01AN",,"01AN",,,
6579,"01AR","heliport","DeQueen Medical Center Heliport",34.047456,-94.354023,440,"NA","US","US-AR","DeQueen","no","01AR",,"01AR",,,"Community Hospital of DeQueen Heliport"
6580,"01AZ","heliport","Yat Heliport",34.607406,-111.8609,3300,"NA","US","US-AZ","Camp Verde","no","01AZ",,"01AZ",,,
6581,"01C","closed","Grant Airport",43.341701507568,-85.775001525879,815,"NA","US","US-MI","Grant","no",,,,,"https://en.wikipedia.org/wiki/Grant_Airport","01C, 01C, 01C"
6582,"01CA","heliport","SCE Lugo Substation Heliport",34.368241,-117.370059,3733,"NA","US","US-CA","Hesperia","no","01CA",,"01CA",,,
6583,"01CL","small_airport","Swansboro Country Airport",38.7999,-120.734001,2594,"NA","US","US-CA","Placerville","no","01CL",,"01CL",,"https://en.wikipedia.org/wiki/Swansboro_Country_Airport",
6584,"01CN","closed","Los Angeles County Sheriff's Department Heliport",34.0378,-118.153999,300,"NA","US","US-CA","Los Angeles","no",,,,,,"01CN"
6585,"01CO","heliport","St Vincent General Hospital Heliport",39.24530029296875,-106.24600219726562,10175,"NA","US","US-CO","Leadville","no","01CO",,"01CO",,,
6586,"01CT","heliport","Berlin Fairgrounds Heliport",41.62730026245117,-72.72750091552734,60,"NA","US","US-CT","Berlin","no","01CT",,"01CT",,,
6587,"01FA","small_airport","Rybolt Ranch Airport",28.589399337768555,-81.14420318603516,55,"NA","US","US-FL","Orlando","no","01FA",,"01FA",,,
6588,"01FD","heliport","Advent Health Altamonte Springs Heliport",28.666639,-81.3697,86,"NA","US","US-FL","Altamonte Springs","no","01FD",,"01FD",,,"Florida Hospital-Altamonte"
6589,"01FL","small_airport","Cedar Knoll Flying Ranch Airport",28.78190040588379,-81.1592025756836,19,"NA","US","US-FL","Geneva","no","01FL",,"01FL",,,
6590,"01GA","heliport","Medical Center Heliport",32.47930145263672,-84.9791030883789,319,"NA","US","US-GA","Columbus","no","01GA",,"01GA",,,
6591,"01GE","small_airport","The Farm Airport",32.675106,-82.771055,375,"NA","US","US-GA","Wrightsville","no","01GE",,"01GE",,,
6592,"01IA","closed","Stender Airport",41.661098,-90.741302,725,"NA","US","US-IA","Maysville","no",,,,,,"01IA"
6530,"01ID","small_airport","Lava Hot Springs Airport",42.6082,-112.031998,5268,"NA","US","US-ID","Lava Hot Springs","no","01ID",,"01ID",,,"Formerly 00E, ID26"
6593,"01II","small_airport","Myers Field",39.8849983215332,-86.50669860839844,950,"NA","US","US-IN","Lizton","no","01II",,"01II",,,
6594,"01IL","heliport","Hoopeston Community Memorial Hospital Heliport",40.45859909057617,-87.65950012207031,583,"NA","US","US-IL","Hoopeston","no","01IL",,"01IL",,,
6595,"01IN","heliport","Community Hospital Heliport",40.13090133666992,-85.69580078125,890,"NA","US","US-IN","Anderson","no","01IN",,"01IN",,,
6596,"01IS","small_airport","William E. Koenig Airport",39.01620101928711,-90.31819915771484,670,"NA","US","US-IL","Dow","no","01IS",,"01IS",,,
6597,"01J","small_airport","Hilliard Airpark",30.685568,-81.906346,59,"NA","US","US-FL","Hilliard","no","K01J",,"01J",,"https://en.wikipedia.org/wiki/Hilliard_Airpark",
6598,"01K","small_airport","Caldwell Municipal Airport",37.036132,-97.58533,1157,"NA","US","US-KS","Caldwell","no","K01K",,"01K",,"https://en.wikipedia.org/wiki/Caldwell_Municipal_Airport_(Kansas)",
6599,"01KS","small_airport","Flying N Ranch Airport",38.54059982299805,-97.00330352783203,1485,"NA","US","US-KS","Lost Springs","no","01KS",,"01KS",,,
6600,"01KY","heliport","Lourdes Hospital Heliport",37.051700592041016,-88.64689636230469,419,"NA","US","US-KY","Paducah","no","01KY",,"01KY",,,
6601,"01LA","small_airport","Barham Airport",32.638999938964844,-91.77369689941406,90,"NA","US","US-LA","Oak Ridge","no","01LA",,"01LA",,,
6602,"01LL","small_airport","Schumaier Restricted Landing Area",38.12580108642578,-89.46389770507812,555,"NA","US","US-IL","Pinckneyville","no","01LL",,"01LL",,,
6603,"01LS","small_airport","Country Breeze Airport",30.722478,-91.077372,125,"NA","US","US-LA","Slaughter","no","01LS",,"01LS",,,
6604,"01MA","heliport","Compaq Andover Heliport",42.625099182128906,-71.18009948730469,140,"NA","US","US-MA","Andover","no","01MA",,"01MA",,,
6605,"01MD","seaplane_base","Annapolis Seaplane Base",38.999199,-76.456001,,"NA","US","US-MD","Annapolis","no","01MD",,"01MD",,,
6606,"01ME","seaplane_base","Saint Peter's Seaplane Base",46.778900146484375,-68.50029754638672,608,"NA","US","US-ME","Portage Lake","no","01ME",,"01ME",,,
6607,"01MI","heliport","Flow Through Terminal Heliport",43.04949951171875,-83.67970275878906,736,"NA","US","US-MI","Flint","no","01MI",,"01MI",,,
6608,"01MN","seaplane_base","Barnes Seaplane Base",47.899600982666016,-92.55740356445312,1358,"NA","US","US-MN","Cook","no","01MN",,"01MN",,,
6609,"01MO","heliport","Highway Patrol Troop C Headquarters Heliport",38.641700744628906,-90.48429870605469,615,"NA","US","US-MO","Town and Country","no","01MO",,"01MO",,,
6610,"01MT","small_airport","Crystal Lakes Resort Airport",48.789100646972656,-114.87999725341797,3141,"NA","US","US-MT","Fortine","no","01MT",,"01MT",,,
356169,"01MU","heliport","NWMC - Houghton Heliport",32.196747,-110.775142,2873,"NA","US","US-AZ","Tucson","no","01MU",,"01MU",,,
6611,"01NC","small_airport","Topsail Airpark",34.47529983520508,-77.5813980102539,65,"NA","US","US-NC","Holly Ridge","no","01NC",,"01NC",,,
6612,"01NE","closed","Detour Airport",40.843619,-100.651503,3000,"NA","US","US-NE","Wellfleet","no",,,,,,"01NE"
6613,"01NH","small_airport","Moore Airfield",43.6445,-72.086998,835,"NA","US","US-NH","Canaan","no","01NH",,"01NH",,,"Enfield"
6614,"01NJ","heliport","Albert Guido Memorial Heliport",40.739956,-74.136128,10,"NA","US","US-NJ","Newark","no","01NJ",,"01NJ",,,
45537,"01NM","small_airport","Champion Ranch Airport",33.008611,-104.540278,3630,"NA","US","US-NM","Lake Arthur","no","01NM",,"01NM",,,
506122,"01NR","heliport","McGee 01 Heliport",34.196264,-77.919917,40,"NA","US","US-NC","Wilmington","no","01NR",,"01NR",,,
6615,"01NV","small_airport","Lantana Ranch Airport",38.76390075683594,-119.0270004272461,4600,"NA","US","US-NV","Yerington","no","01NV",,"01NV",,,
6616,"01NY","heliport","Vassar Hospital Heliport",41.692415,-73.93683,100,"NA","US","US-NY","Poughkeepsie","no","01NY",,"01NY",,,
347920,"01OH","heliport","Atrium Medical Center Heliport",39.497455,-84.313851,775,"NA","US","US-OH","Middletown","no","01OH",,"01OH",,,
6617,"01OI","heliport","Avita Health System Galion Hospital Heliport",40.730267,-82.802022,1140,"NA","US","US-OH","Galion","no","01OI",,"01OI",,,"Galion Community Hospital Heliport"
6618,"01OK","closed","Lawrence Airport",35.294498,-98.636496,1525,"NA","US","US-OK","Eakly","no",,,,,,"01OK"
345166,"01OL","small_airport","Spring Creek Ranch East Airport",34.391667,-96.690833,1060,"NA","US","US-OK","Tishomingo","no","01OL",,"01OL",,,
6619,"01OR","closed","Red & White Flying Service Airport",43.119301,-121.044997,4346,"NA","US","US-OR","Silver Lake","no",,,,,,"01OR"
6620,"01PA","closed","Pine Heliport",40.655602,-80.050903,1215,"NA","US","US-PA","Mars","no",,,,,,"01PA"
6621,"01PN","small_airport","Bierly(Personal Use) Airport",40.930599212646484,-77.73889923095703,960,"NA","US","US-PA","Bellefonte","no","01PN",,"01PN",,,
6622,"01PS","small_airport","Nort's Resort Airport",41.59590148925781,-76.02960205078125,1040,"NA","US","US-PA","Meshoppen","no","01PS",,"01PS",,,
6623,"01SC","small_airport","York Airport",35.032100677490234,-81.25279998779297,779,"NA","US","US-SC","York","no","01SC",,"01SC",,,
6624,"01TA","heliport","Thirty Thirty Matlock Office Center Heliport",32.69419860839844,-97.11579895019531,630,"NA","US","US-TX","Arlington","no","01TA",,"01TA",,,
6625,"01TE","small_airport","Smith Field",32.737598,-96.428001,505,"NA","US","US-TX","Forney","no","01TE",,"01TE",,,"02F"
6626,"01TN","small_airport","Colonial Air Park",34.99589920043945,-89.73059844970703,370,"NA","US","US-TN","Collierville","no","01TN",,"01TN",,,
6627,"01TS","closed","St Joseph Hospital Heliport",32.7285,-97.324501,675,"NA","US","US-TX","Fort Worth","no",,,,,,"01TS"
340858,"01TT","heliport","Clute Fire & EMS Station #1 Heliport",29.012067,-95.402119,7,"NA","US","US-TX","Clute","no","01TT",,"01TT",,,
6628,"01TX","closed","Mims Farm Ultralightport",32.388115,-96.877398,610,"NA","US","US-TX","Waxahachie","no",,,,,,"01TX"
6629,"01U","small_airport","Duckwater Airport",38.849785,-115.634987,5124,"NA","US","US-NV","Duckwater","no","K01U",,"01U",,,
6630,"01UT","small_airport","La Sal Junction Airport",38.30830001831055,-109.39600372314453,6000,"NA","US","US-UT","La Sal","no","01UT",,"01UT",,,
6631,"01VA","small_airport","Pickles Airport",39.125,-77.9250030518,500,"NA","US","US-VA","Berryville","no","01VA",,"01VA",,,
6632,"01WA","heliport","Willapa Harbor Heliport",46.66320037841797,-123.81199645996094,154,"NA","US","US-WA","South Bend","no","01WA",,"01WA",,,
6633,"01WI","small_airport","Prehn Cranberry Company Airport",44.0099983215332,-90.38919830322266,930,"NA","US","US-WI","Tomah","no","01WI",,"01WI",,,
6634,"01WN","heliport","Whidbey General Hospital Heliport",48.213401794433594,-122.68499755859375,103,"NA","US","US-WA","Coupeville","no","01WN",,"01WN",,,
45900,"01WT","heliport","Odyssey Heliport",47.518178,-122.210908,20,"NA","US","US-WA","Renton","no","01WT",,"01WT",,,
6635,"01WY","small_airport","Keyhole Airport",44.348312,-104.8106,4250,"NA","US","US-WY","Pine Haven","no","01WY",,"01WY",,,
46288,"01XA","heliport","Ascension Seton Hays Heliport",30.007222,-97.853333,715,"NA","US","US-TX","Kyle","no","01XA",,"01XA",,,"Seton Medical Center Hays Heliport"
6636,"01XS","heliport","Meadowood Ranch Heliport",32.020198822021484,-95.74549865722656,500,"NA","US","US-TX","Athens","no","01XS",,"01XS",,,
335815,"02AA","small_airport","Barefoot Airport",61.506147,-149.912825,160,"NA","US","US-AK","Big Lake","no","02AA",,"02AA",,,"H & H Field"
6637,"02AK","small_airport","Rustic Wilderness Airport",61.876907,-150.097626,190,"NA","US","US-AK","Willow","no","02AK",,"02AK",,,
6638,"02AL","small_airport","Bass Field",30.37150001525879,-87.76439666748047,61,"NA","US","US-AL","Foley","no","02AL",,"02AL",,,
529870,"02AN","small_airport","Emerald Ridge Airport",59.704223,-151.295869,222,"NA","US","US-AK","Homer","no","02AN",,"02AN",,,
43030,"02AR","closed","Three Rivers Airport",34.822445,-92.44442,264,"NA","US","US-AR","Little Rock","no",,,,,,"02AR"
6640,"02AZ","closed","Winchester Farm Airstrip",32.376401,-109.936996,4200,"NA","US","US-AZ","Willcox","no",,,,,,"02AZ"
6641,"02CA","heliport","Swepi Beta Platform Ellen Heliport",33.58250045776367,-118.12899780273438,122,"NA","US","US-CA","Huntington Beach","no","02CA",,"02CA",,,
6642,"02CD","small_airport","Shannon Field",34.129600524902344,-90.52400207519531,165,"NA","US","US-MS","Clarksdale","no","02CD",,"02CD",,,
6643,"02CL","small_airport","Conover Air Lodge Airport",34.761101,-119.058998,5160,"NA","US","US-CA","Frazier Park","no","02CL",,"02CL",,,"04L"
6644,"02CO","small_airport","Mc Cullough Airport",37.64329910279999,-106.04699707,7615,"NA","US","US-CO","Monte Vista","no","02CO",,"02CO",,,
6645,"02CT","heliport","Strangers Point Heliport",41.91960144042969,-72.44450378417969,540,"NA","US","US-CT","Ellington","no","02CT",,"02CT",,,
6646,"02FA","small_airport","Osborn Airfield",28.526699,-81.874802,121,"NA","US","US-FL","Groveland","no","02FA",,"02FA",,"https://en.wikipedia.org/wiki/Osborn_Airfield",
341544,"02FD","small_airport","Triple R Ranch Airport",30.950976,-86.635555,209,"NA","US","US-FL","Baker","no","02FD",,"02FD",,,
45347,"02FL","closed","Cuchens Airport",30.642527,-86.118779,215,"NA","US","US-FL","Defuniak Springs","no",,,,,,"02FL"
6648,"02GA","small_airport","Doug Bolton Field",34.202598571777344,-83.42900085449219,884,"NA","US","US-GA","Commerce","no","02GA",,"02GA",,,
6649,"02GE","small_airport","Etowah Fields Airport",34.17530059814453,-84.92440032958984,710,"NA","US","US-GA","Euharlee","no","02GE",,"02GE",,,
6650,"02HI","heliport","K3 Helipad Heliport",21.35839,-157.94789,9,"OC","US","US-HI","Honolulu","no","02HI",,"02HI",,,
6651,"02IA","heliport","Boone County Hospital Heliport",42.05609893798828,-93.87799835205078,1160,"NA","US","US-IA","Boone","no","02IA",,"02IA",,,
6652,"02ID","small_airport","Morgan Ranch Airport",44.55550003051758,-115.30500030517578,5634,"NA","US","US-ID","Cascade","no","02ID",,"02ID",,,
6653,"02II","small_airport","King Ultralightport",40.06230163574219,-86.21050262451172,925,"NA","US","US-IN","Westfield","no","02II",,"02II",,,
6654,"02IN","small_airport","Diamond P. Field",40.208900451660156,-85.54080200195312,904,"NA","US","US-IN","Muncie","no","02IN",,"02IN",,,
6655,"02IS","heliport","Condell Medical Center Heliport",42.274600982666016,-87.9572982788086,762,"NA","US","US-IL","Libertyville","no","02IS",,"02IS",,,
6656,"02KS","small_airport","Jmj Landing Airport",39.222198486328125,-96.0552978515625,1170,"NA","US","US-KS","St Marys","no","02KS",,"02KS",,,
327110,"02KT","heliport","St Claire Healthcare Heliport",38.181441,-83.443319,781,"NA","US","US-KY","Morehead","no","02KT",,"02KT",,,
6657,"02KY","heliport","Boone National Guard Heliport",38.190282,-84.906442,760,"NA","US","US-KY","Frankfort","no","02KY",,"02KY",,,
6658,"02LA","heliport","Louisiana State Police Troop G Heliport",32.531491,-93.659939,168,"NA","US","US-LA","Bossier City","no","02LA",,"02LA",,,
6659,"02LS","heliport","Windy Hill Heliport",30.148300170898438,-91.91899871826172,25,"NA","US","US-LA","Broussard","no","02LS",,"02LS",,,
6660,"02MA","heliport","Cuttyhunk Heliport",41.419601,-70.927002,9,"NA","US","US-MA","Cuttyhunk","no","02MA",,"02MA",,,
322099,"02MD","small_airport","Garner Field",38.672544,-76.709739,141,"NA","US","US-MD","Brandywine","no","02MD",,"02MD",,,
6661,"02ME","small_airport","Nadeau's Airfield",43.537467,-70.930685,700,"NA","US","US-ME","Acton","no","02ME",,"02ME",,,"Mellion Airport, Old Acton Airfield"
6662,"02MI","small_airport","Fairplains Airpark",43.157100677490234,-85.14849853515625,850,"NA","US","US-MI","Greenville","no","02MI",,"02MI",,,
6663,"02MN","closed","Greenbush Municipal Airport",48.686527,-96.191976,1070,"NA","US","US-MN","Greenbush","no",,,,,,"02MN, 02Y"
6664,"02MO","small_airport","Troy Airpark",39.04999923706055,-91.03350067138672,650,"NA","US","US-MO","Troy","no","02MO",,"02MO",,,
6665,"02MS","small_airport","Watts Field",34.095701,-90.846131,153,"NA","US","US-MS","Rochdale","no","02MS",,"02MS",,,
6666,"02MT","closed","Barrett Field",47.234035,-111.750592,3350,"NA","US","US-MT","Cascade","no",,,,,,"02MT"
6667,"02MU","closed","Timber Line Airpark",36.655612,-93.802387,1550,"NA","US","US-MO","Cassville","no",,,,,,"02MU"
45686,"02NC","closed","Race City Heliport",35.540477,-80.598047,809,"NA","US","US-NC","Landis","no",,,,,,"02NC"
6668,"02NE","small_airport","Benes Service Airport",41.074501037597656,-96.90450286865234,1550,"NA","US","US-NE","Valparaiso","no","02NE",,"02NE",,,
6669,"02NH","seaplane_base","Iroquois Landing Seaplane Base",44.657100677490234,-71.21910095214844,1180,"NA","US","US-NH","Dummer","no","02NH",,"02NH",,,
6670,"02NJ","heliport","Penske Heliport",40.55730056762695,-74.46710205078125,78,"NA","US","US-NJ","Piscataway","no","02NJ",,"02NJ",,,
526225,"02NM","small_airport","FFR Animas Landing Strip",32.09071,-108.870735,4240,"NA","US","US-NM","Animas","no","02NM",,"02NM",,,
506036,"02NR","heliport","McGee 02 Heliport",35.592197,-77.377372,25,"NA","US","US-NC","Greenville","no","02NR",,"02NR",,,
6671,"02NV","small_airport","Paiute Meadows Airport",41.299551,-118.926709,4443,"NA","US","US-NV","Winnemucca","no","02NV",,"02NV",,,
6672,"02NY","heliport","Hansen Heliport",43.132598876953125,-75.65550231933594,435,"NA","US","US-NY","Durhamville","no","02NY",,"02NY",,,
6673,"02OH","small_airport","Zimmerman Airport",41.376399993896484,-83.08329772949219,614,"NA","US","US-OH","Fremont","no","02OH",,"02OH",,,
6674,"02OI","small_airport","Murtha Airport",41.801998138427734,-80.56539916992188,950,"NA","US","US-OH","Conneaut","no","02OI",,"02OI",,,
6675,"02OK","closed","Canon Heliport",35.458401,-97.525297,1191,"NA","US","US-OK","Oklahoma City","no",,,,,,"02OK, 02OK"
337183,"02OL","heliport","War Veterans Colony Heliport",34.811412,-95.307727,807,"NA","US","US-OK","Wilburton","no","02OL",,"02OL",,,
6676,"02OR","small_airport","Rowena Dell Airport",45.68149948120117,-121.31600189208984,705,"NA","US","US-OR","The Dalles","no","02OR",,"02OR",,,
6677,"02P","heliport","Stottle Memorial Heliport",40.403596,-77.556602,591,"NA","US","US-PA","Honey Grove","no","26PA",,"26PA",,,"02P, EWT 4"
